Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
10/08/24,18:36:43,"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,18.5,,1,Change of plans,,,,,,,,,
06/05/24,19:24:18,"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,16.1,,1,Driver asked to cancel,,,,,,,,,
13/11/24,6:51:43,"""CNR9749627""",Completed,"""CID3065827""",Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,,,,,,,113,8.21,4.3,5,UPI
16/09/24,16:07:51,"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,2.3,19.6,,,,,1,Vehicle Breakdown,84,16.09,,,Uber Wallet
16/05/24,12:35:33,"""CNR6236514""",Completed,"""CID3761463""",Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,,,,,,,81,11.94,4,4.5,UPI
15/02/24,19:11:02,"""CNR9048385""",Completed,"""CID5242973""",Go Sedan,India Gate,Kashmere Gate,4.5,43.1,,,,,,,992,8.23,5,4.6,UPI
01/08/24,6:16:08,"""CNR1903168""",Completed,"""CID1051794""",Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,,,,,,,513,49.5,4.3,4.9,UPI
02/05/24,19:16:35,"""CNR2922907""",Completed,"""CID4507250""",Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,,,,,,,635,37.37,4.3,4.6,UPI
27/08/24,6:04:30,"""CNR7621341""",Completed,"""CID1429306""",Uber XL,Kashmere Gate,Jor Bagh,6.9,17,,,,,,,242,35.38,4.4,4.9,UPI
20/10/24,12:47:05,"""CNR5803828""",Completed,"""CID1039074""",Bike,Barakhamba Road,DLF City Court,12.5,20.6,,,,,,,1114,34.81,4.1,4.2,Uber Wallet
25/06/24,23:08:22,"""CNR4868713""",Completed,"""CID2089650""",Bike,Gurgaon Sector 56,Cyber Hub,9,37.7,,,,,,,372,20.92,3.8,4.6,UPI
13/02/24,6:11:32,"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,6.2,,,,1,The customer was coughing/sick,,,,,,,
10/07/24,16:51:38,"""CNR3841045""",Completed,"""CID1210899""",Go Mini,Ashram,Yamuna Bank,3.5,40.2,,,,,,,387,23.39,4.3,4.7,Uber Wallet
10/06/24,7:38:34,"""CNR5265040""",Completed,"""CID3076700""",Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,,,,,,,767,30.82,4.6,4.9,UPI
11/07/24,14:42:27,"""CNR8112878""",Completed,"""CID4809063""",Auto,Shahdara,Paharganj,7.1,24.4,,,,,,,447,21.31,4.5,4.1,UPI
20/06/24,7:14:32,"""CNR4617937""",Completed,"""CID7348314""",Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,,,,,,,500,20.41,4.3,4.7,Credit Card
18/11/24,16:38:12,"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,7.2,,,,1,Personal & Car related issues,,,,,,,
05/03/24,12:21:00,"""CNR7340396""",Completed,"""CID7334750""",Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,,,,,,,446,25.94,4.9,4.3,Debit Card
12/01/24,9:19:16,"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,11.6,,,,1,The customer was coughing/sick,,,,,,,
17/05/24,1:08:21,"""CNR7554746""",Completed,"""CID3234126""",eBike,Huda City Centre,Aya Nagar,2.6,32.9,,,,,,,125,39.16,4.1,4.9,UPI
13/05/24,21:08:35,"""CNR9430550""",Completed,"""CID3901448""",Go Sedan,Dilshad Garden,Subhash Nagar,11.4,17.2,,,,,,,419,23.79,4.3,4.7,Uber Wallet
04/01/24,6:58:58,"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,3.3,,,,1,More than permitted people in there,,,,,,,
19/06/24,22:02:03,"""CNR4112922""",Completed,"""CID8248967""",Go Sedan,Basai Dhankot,Qutub Minar,4.7,17.7,,,,,,,477,41.93,4.6,4.9,Cash
01/07/24,18:52:02,"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,5.8,,,,1,The customer was coughing/sick,,,,,,,
05/11/24,17:11:41,"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,8,,,,1,Customer related issue,,,,,,,
26/04/24,21:03:12,"""CNR4722464""",Completed,"""CID7557487""",Auto,Anand Vihar,IMT Manesar,11.3,33,,,,,,,352,6.71,4.2,4.7,UPI
22/02/24,22:48:26,"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,11.1,,,,1,Customer related issue,,,,,,,
04/12/24,14:09:18,"""CNR4720063""",Completed,"""CID1461597""",Go Sedan,Munirka,Sushant Lok,7.4,39,,,,,,,117,15.63,4.6,4.5,UPI
10/11/24,9:58:14,"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,9.4,,,,1,More than permitted people in there,,,,,,,
12/12/24,12:01:07,"""CNR5314934""",Completed,"""CID1026547""",Go Sedan,Tis Hazari,Arjangarh,9.3,28.5,,,,,,,51,29.8,4.6,3.9,UPI
02/03/24,22:28:52,"""CNR5517193""",Completed,"""CID9143442""",Uber XL,Malviya Nagar,Sohna Road,6,26.6,,,,,,,81,5.59,4.9,4.2,Cash
12/07/24,16:39:57,"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,8.2,,,,1,The customer was coughing/sick,,,,,,,
17/12/24,19:11:24,"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,7.2,18.4,,,,,1,Customer Demand,635,6.57,,,UPI
29/08/24,21:01:54,"""CNR3455701""",Completed,"""CID9643714""",Bike,Munirka,Tis Hazari,13.5,41.8,,,,,,,51,4.44,4.4,4.7,Uber Wallet
25/03/24,18:40:11,"""CNR5149854""",Completed,"""CID9975388""",Go Sedan,Akshardham,IGNOU Road,4.9,33,,,,,,,469,26.93,4.3,4.9,UPI
30/06/24,21:34:48,"""CNR6027511""",Completed,"""CID6080643""",Bike,Udyog Vihar Phase 4,Greater Kailash,9.9,22,,,,,,,320,28.78,4.2,4.5,UPI
18/07/24,2:41:57,"""CNR4569804""",Completed,"""CID8474448""",Go Mini,Raj Nagar Extension,IMT Manesar,13.3,24.6,,,,,,,726,12.98,4.2,4.3,Debit Card
14/03/24,23:23:23,"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,2,10.3,,,,,1,Customer Demand,68,19.06,,,Cash
26/09/24,12:23:13,"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,4.4,15.7,,,,,1,Vehicle Breakdown,136,14,,,Debit Card
15/09/24,20:23:02,"""CNR5784218""",Completed,"""CID1814194""",Go Sedan,Nawada,New Delhi Railway Station,8.8,16.8,,,,,,,455,43.06,3.8,4.3,UPI
12/05/24,10:16:09,"""CNR6349771""",Completed,"""CID5577961""",Auto,Lajpat Nagar,Shivaji Park,2.6,22.2,,,,,,,995,38.96,4.7,4.9,Debit Card
16/11/24,19:05:30,"""CNR3708287""",Completed,"""CID2958217""",Uber XL,Aya Nagar,Meerut,2.7,25.8,,,,,,,1179,18.87,4.9,4.6,Uber Wallet
19/07/24,16:57:27,"""CNR8365625""",Completed,"""CID4463605""",Bike,Lok Kalyan Marg,Maidan Garhi,11,33.1,,,,,,,525,47.88,4.2,4.6,Uber Wallet
02/12/24,20:04:25,"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,11.3,,,,1,Personal & Car related issues,,,,,,,
08/08/24,14:29:16,"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,6.9,,,,1,More than permitted people in there,,,,,,,
15/09/24,22:06:40,"""CNR6158921""",Completed,"""CID4203688""",Go Sedan,Ramesh Nagar,Keshav Puram,5.1,27.9,,,,,,,300,5.7,4.2,4.6,UPI
30/05/24,18:57:34,"""CNR7484371""",Completed,"""CID7265108""",Go Sedan,Maidan Garhi,Sarai Kale Khan,11.1,18.4,,,,,,,202,4.62,3.2,4.1,UPI
05/12/24,7:56:34,"""CNR9301716""",Completed,"""CID4647277""",Premier Sedan,Greater Kailash,Green Park,6.3,34.1,,,,,,,475,42.26,4.3,4.2,Cash
16/07/24,19:23:06,"""CNR6511558""",Completed,"""CID5808222""",Go Sedan,Sarojini Nagar,Saidulajab,6.1,17,,,,,,,833,19.49,4,3.4,Debit Card
14/06/24,16:59:15,"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,3.9,,,,1,Customer related issue,,,,,,,
06/01/24,20:53:36,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,Palam Vihar,Shahdara,7.3,33.1,,,,,,,158,40.36,3.7,4.9,UPI
28/02/24,3:21:43,"""CNR1038498""",Completed,"""CID6242930""",Bike,GTB Nagar,Palam Vihar,10,36.9,,,,,,,155,42.59,4.7,3.2,Cash
26/04/24,18:49:22,"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,9.3,,,,1,More than permitted people in there,,,,,,,
31/03/24,8:32:26,"""CNR4896767""",Completed,"""CID6418422""",Auto,Cyber Hub,Mundka,10.5,33.9,,,,,,,107,21.68,4.3,4.9,UPI
04/04/24,16:33:57,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,,,,,,,151,29.9,4.6,4.6,UPI
07/05/24,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,,,,,,,187,42.27,4.3,4.8,Cash
15/06/24,19:12:37,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,,,,,,,1543,49.71,4.4,5,Cash
14/06/24,20:58:12,"""CNR9927786""",Completed,"""CID8378909""",eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,,,,,,,432,32.56,4.2,5,UPI
04/03/24,21:24:16,"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,10.2,,1,Driver is not moving towards pickup location,,,,,,,,,
23/01/24,10:28:09,"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,4.4,23.6,,,,,1,Vehicle Breakdown,195,14.49,,,Uber Wallet
28/10/24,15:46:27,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,,,,,,,54,31.49,4.6,4.9,Cash
06/02/24,10:17:43,"""CNR4578797""",Completed,"""CID1104786""",Auto,Narsinghpur,Maidan Garhi,13.4,20,,,,,,,939,21.28,3.8,5,UPI
04/12/24,7:48:07,"""CNR5277125""",Completed,"""CID7166980""",Auto,MG Road,GTB Nagar,9.8,43.4,,,,,,,829,34.14,4.6,4.2,UPI
22/12/24,17:53:25,"""CNR2343017""",Completed,"""CID9190683""",Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,,,,,,,314,20.66,4.6,4.3,UPI
24/08/24,21:09:54,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,Badarpur,Tis Hazari,11.7,30.5,,,,,,,1249,24.6,4.1,3.7,Cash
18/09/24,8:48:36,"""CNR1050716""",Completed,"""CID3789359""",Auto,Gurgaon Sector 29,South Extension,4.5,27.4,,,,,,,437,27.94,3.9,4.6,UPI
22/10/24,8:41:41,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,,,,,,,83,44.57,4.6,4.5,UPI
16/06/24,6:53:10,"""CNR1254363""",Completed,"""CID9092173""",Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,,,,,,,1444,15.43,4.2,3.1,Cash
22/12/24,9:03:55,"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,6.5,,,,1,Customer related issue,,,,,,,
02/07/24,15:25:18,"""CNR6092310""",No Driver Found,"""CID4998701""",Premier Sedan,Bahadurgarh,Uttam Nagar,,,,,,,,,,,,,
07/09/24,4:07:03,"""CNR2742692""",Completed,"""CID6825812""",Bike,Gwal Pahari,Golf Course Road,5.8,31.4,,,,,,,1368,42.88,4.3,3.8,Cash
05/07/24,6:41:29,"""CNR7165550""",No Driver Found,"""CID7694379""",Bike,Punjabi Bagh,Ghitorni Village,,,,,,,,,,,,,
03/05/24,21:53:28,"""CNR9101826""",Completed,"""CID1875498""",Auto,Tagore Garden,Narsinghpur,7.1,18,,,,,,,418,23.31,4.2,4.6,UPI
10/04/24,19:13:34,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,Samaypur Badli,IGNOU Road,11,40,,,,,,,363,31.36,4.2,4.3,UPI
06/02/24,9:18:36,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,AIIMS,Chandni Chowk,12.8,15.3,,,,,,,279,16.68,4.1,4.9,Cash
22/04/24,17:13:32,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,Hero Honda Chowk,AIIMS,5.1,39.9,,,,,,,332,49.06,4.4,4.6,Cash
25/09/24,18:58:35,"""CNR9707820""",Completed,"""CID2183387""",Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,,,,,,,448,28.34,4.3,4.9,UPI
08/07/24,18:18:13,"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,11.2,,1,Wrong Address,,,,,,,,,
04/06/24,15:49:09,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,Badarpur,Ambience Mall,12.9,29.7,,,,,,,64,38.65,3.5,5,UPI
10/12/24,14:20:31,"""CNR9573367""",Completed,"""CID7080252""",Go Sedan,Mandi House,Rohini,4.2,18.9,,,,,,,682,3.05,4.7,4.3,UPI
27/07/24,10:59:44,"""CNR4563554""",No Driver Found,"""CID3656786""",Go Mini,Chanakyapuri,Munirka,,,,,,,,,,,,,
13/07/24,2:49:21,"""CNR3121090""",Completed,"""CID1670641""",Go Mini,Mandi House,India Gate,5.2,37.8,,,,,,,488,41.81,4.2,4.1,UPI
14/06/24,11:41:45,"""CNR2969701""",Cancelled by Customer,"""CID1401223""",Auto,Delhi Gate,Chandni Chowk,16.9,,1,Change of plans,,,,,,,,,
16/10/24,21:30:28,"""CNR3590282""",Completed,"""CID7281467""",Go Sedan,Barakhamba Road,Ghaziabad,3.9,40.6,,,,,,,953,31.28,4.9,4.7,Cash
05/05/24,19:10:02,"""CNR5792733""",Completed,"""CID2894784""",Go Sedan,Jor Bagh,Azadpur,9.9,15.6,,,,,,,965,34.5,4.1,4.2,UPI
18/02/24,16:24:39,"""CNR7417036""",Completed,"""CID8283589""",Go Sedan,Khan Market,Green Park,10,40.6,,,,,,,405,13.1,3.6,4.6,Credit Card
14/08/24,14:34:57,"""CNR7957879""",No Driver Found,"""CID3277993""",Auto,Satguru Ram Singh Marg,Sikanderpur,,,,,,,,,,,,,
07/03/24,10:59:58,"""CNR3649243""",Cancelled by Driver,"""CID2049171""",Go Mini,Meerut,Vasant Kunj,10.2,,,,1,Personal & Car related issues,,,,,,,
29/08/24,17:11:13,"""CNR8918353""",Completed,"""CID4955715""",Go Sedan,Udyog Vihar Phase 4,Kalkaji,5,23.7,,,,,,,423,9.93,4.4,4.9,UPI
28/06/24,23:11:32,"""CNR1343265""",Cancelled by Customer,"""CID2749175""",Go Sedan,RK Puram,Panipat,11.9,,1,Driver asked to cancel,,,,,,,,,
24/12/24,10:03:37,"""CNR1390232""",No Driver Found,"""CID6307524""",Auto,GTB Nagar,Jasola,,,,,,,,,,,,,
25/05/24,8:42:50,"""CNR3047231""",Completed,"""CID5464558""",Auto,Akshardham,Bahadurgarh,11.1,31.9,,,,,,,264,31.93,3.7,4.2,UPI
01/02/24,9:13:13,"""CNR5380412""",Completed,"""CID8125937""",Go Mini,Shivaji Park,Hauz Khas,11.2,31.3,,,,,,,249,34.73,4.2,4.9,UPI
10/03/24,21:06:20,"""CNR4886117""",Completed,"""CID2026490""",Auto,Jasola,Delhi Gate,13.5,32.9,,,,,,,628,31.51,4.9,4.9,Cash
03/03/24,13:48:25,"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,4.1,19.7,,,,,1,Other Issue,110,14.46,,,UPI
26/10/24,13:44:51,"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,9.3,,,,1,Customer related issue,,,,,,,
11/07/24,20:20:54,"""CNR5468556""",Completed,"""CID4533250""",Bike,Udyog Bhawan,Mundka,7.7,15.9,,,,,,,190,10.27,4.7,4.8,UPI
04/04/24,8:50:10,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,,,,,,,264,46.07,4.3,3.1,Uber Wallet
06/09/24,16:16:28,"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,7.6,,1,AC is not working,,,,,,,,,
20/12/24,10:45:14,"""CNR5622847""",Completed,"""CID7679264""",Bike,Panipat,New Colony,10,37.3,,,,,,,147,45.51,4.3,4.5,UPI
04/07/24,11:00:26,"""CNR4461457""",No Driver Found,"""CID8192836""",Go Mini,Noida Film City,Kirti Nagar,,,,,,,,,,,,,
25/09/24,15:55:15,"""CNR3788830""",Completed,"""CID1892630""",Auto,Vidhan Sabha,Kaushambi,4.4,28.1,,,,,,,953,34.9,4.4,4.8,UPI
17/10/24,17:46:59,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,AIIMS,Ashok Park Main,14.9,20.9,,,,,,,654,30.87,4.3,4.9,Cash
01/06/24,8:04:36,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,,,,,,,427,37.07,4.1,4.9,Cash
25/12/24,5:04:40,"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,,,,1,Personal & Car related issues,,,,,,,
04/07/24,8:02:57,"""CNR5166870""",Completed,"""CID9712348""",Auto,Keshav Puram,Mayur Vihar,5.8,25.5,,,,,,,610,35.38,4.4,4.3,Uber Wallet
23/04/24,11:09:18,"""CNR1915557""",Completed,"""CID8572565""",Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,,,,,,,648,19.61,4.2,5,UPI
11/02/24,18:46:31,"""CNR3460247""",Completed,"""CID7449191""",Bike,Punjabi Bagh,Green Park,8.8,40.4,,,,,,,792,23.82,3.2,4.3,Cash
28/04/24,14:03:27,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,,,,,,,676,39.98,3.6,4.7,UPI
22/03/24,21:49:01,"""CNR7439127""",Completed,"""CID2424398""",Bike,Raj Nagar Extension,Moolchand,5.1,22.4,,,,,,,389,27.16,3.6,3.9,Uber Wallet
28/04/24,7:28:54,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,,,,,,,74,48.45,4.1,3.9,Uber Wallet
01/05/24,9:30:03,"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,8.2,,,,1,Personal & Car related issues,,,,,,,
12/01/24,18:48:40,"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,10.8,,,,1,The customer was coughing/sick,,,,,,,
07/05/24,20:05:26,"""CNR4730676""",Completed,"""CID5429248""",Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,,,,,,,465,25.05,4.4,4.9,Credit Card
27/08/24,9:40:17,"""CNR6139544""",Completed,"""CID9812979""",Auto,Khan Market,New Delhi Railway Station,5.3,43.6,,,,,,,932,40.21,4.1,4.1,UPI
03/04/24,19:47:28,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,ITO,Noida Film City,10.8,33.7,,,,,,,191,44.48,3.8,4.9,Cash
21/04/24,12:27:17,"""CNR5129655""",Completed,"""CID6449078""",Bike,India Gate,Shastri Nagar,5.2,34.9,,,,,,,770,6.82,4.3,4.8,UPI
15/09/24,19:41:11,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,Indraprastha,IGI Airport,14.3,23.4,,,,,,,514,16.21,4.3,3.8,UPI
14/05/24,14:17:08,"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,11.7,,,,1,More than permitted people in there,,,,,,,
18/09/24,18:07:44,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,,,,,,,349,12.9,4.2,5,UPI
27/07/24,21:55:25,"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,10.1,,,,1,Customer related issue,,,,,,,
07/10/24,16:22:15,"""CNR6028710""",Completed,"""CID1715075""",eBike,Janakpuri,Golf Course Road,9.2,41.2,,,,,,,267,12.22,4.3,4.1,Cash
19/11/24,7:50:54,"""CNR3761377""",No Driver Found,"""CID2461173""",eBike,Ashok Park Main,Lok Kalyan Marg,,,,,,,,,,,,,
27/06/24,17:13:13,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,Samaypur Badli,Ghitorni,4.4,37,,,,,,,325,3.95,3.8,4.8,UPI
16/03/24,19:36:59,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,,,,,,,156,42.87,3.9,4.2,Cash
16/06/24,21:03:43,"""CNR2531495""",Completed,"""CID7656183""",Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,,,,,,,689,39.84,4.3,4.9,UPI
13/04/24,11:19:15,"""CNR1939605""",Completed,"""CID1229469""",Auto,Munirka,Pulbangash,13.6,40.4,,,,,,,491,4.19,3.8,3.9,Credit Card
09/08/24,3:34:51,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,,,,,,,304,6.18,4.2,4.3,Credit Card
28/11/24,20:44:46,"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,12,,,,1,More than permitted people in there,,,,,,,
30/08/24,19:00:23,"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,12.6,,1,Driver asked to cancel,,,,,,,,,
11/07/24,20:29:02,"""CNR1918341""",Completed,"""CID7417050""",Auto,Pitampura,Paschim Vihar,14.8,44.4,,,,,,,697,4.56,4.5,4.6,UPI
25/07/24,19:28:35,"""CNR9600846""",Completed,"""CID8949589""",Auto,Udyog Bhawan,Janakpuri,3.8,20.1,,,,,,,679,47.56,4.2,4.9,UPI
17/08/24,18:35:05,"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,2.9,18,,,,,1,Other Issue,713,14.65,,,Cash
18/02/24,18:57:12,"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,8.6,,,,1,Customer related issue,,,,,,,
16/06/24,10:12:54,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,Anand Vihar,Gurgaon Sector 56,10,18.5,,,,,,,683,32.15,4.6,4,UPI
08/07/24,21:04:51,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,,,,,,,91,23.5,4,4.3,UPI
26/02/24,14:46:21,"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,3.1,12.4,,,,,1,Other Issue,396,16.61,,,UPI
28/02/24,16:43:09,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,Govindpuri,Kalkaji,8.5,35.7,,,,,,,769,18.14,4.4,4.1,Cash
27/12/24,1:14:14,"""CNR6107939""",Completed,"""CID3244272""",Bike,Welcome,DLF Phase 3,2.3,16.4,,,,,,,323,31.1,3.6,4.6,Uber Wallet
06/12/24,16:09:31,"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,3.6,27.7,,,,,1,Other Issue,627,3.74,,,Uber Wallet
13/05/24,18:47:50,"""CNR1957129""",Completed,"""CID5761924""",Auto,Noida Extension,Old Gurgaon,12.9,26,,,,,,,134,13.99,4.8,4.1,Cash
09/05/24,17:14:18,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,,,,,,,940,5.04,4.6,4.6,Credit Card
19/11/24,21:04:42,"""CNR6891932""",No Driver Found,"""CID1466189""",eBike,Seelampur,Udyog Bhawan,,,,,,,,,,,,,
04/04/24,14:02:47,"""CNR2192659""",Completed,"""CID5227340""",Auto,Anand Vihar,Chirag Delhi,9.6,26.2,,,,,,,266,36.18,4.1,4.2,Uber Wallet
19/11/24,20:15:39,"""CNR6262174""",Completed,"""CID4943288""",Auto,Mehrauli,Karol Bagh,8.1,26.4,,,,,,,484,13.21,4.5,4.3,Uber Wallet
04/06/24,20:15:11,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,,,,,,,250,6.06,4.3,4.7,Cash
13/08/24,13:22:10,"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,9.3,,,,1,The customer was coughing/sick,,,,,,,
25/12/24,11:03:11,"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,8.8,20,,,,,1,Customer Demand,361,14.61,,,UPI
30/06/24,11:57:59,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,Basai Dhankot,Shivaji Park,2.6,21,,,,,,,224,48.08,5,4.6,Cash
20/01/24,21:15:24,"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,8.5,,1,Driver asked to cancel,,,,,,,,,
10/04/24,11:34:22,"""CNR8084453""",Completed,"""CID5057901""",Premier Sedan,Vatika Chowk,Saidulajab,12.8,36.8,,,,,,,669,39.51,3.6,4.2,Cash
28/07/24,9:55:49,"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,8.7,,1,Driver asked to cancel,,,,,,,,,
04/08/24,8:25:20,"""CNR4467044""",Cancelled by Driver,"""CID9935423""",Auto,Kalkaji,INA Market,8.8,,,,1,Customer related issue,,,,,,,
05/08/24,15:40:40,"""CNR3334608""",Completed,"""CID2336782""",Go Mini,GTB Nagar,Kalkaji,5.2,31.7,,,,,,,207,7.83,4.4,3.9,Uber Wallet
16/08/24,12:45:03,"""CNR3901250""",Completed,"""CID4369282""",Go Sedan,Rajiv Nagar,Meerut,13.2,35.8,,,,,,,227,12.34,4.1,3.1,Cash
21/03/24,1:29:50,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,,,,,,,771,36.7,3.5,4.6,UPI
